n,k,t,l,r,p,rep,norm,timestamp,worker
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,0
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,2
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,1
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,7
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,8
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,5
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,3
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,10
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,4
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,6
10,2,0.0,1,100000,2,0,0.0,2025-10-25T13:55:17,9
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,2
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,8
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,1
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,0
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,7
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,3
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,5
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,6
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,4
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,10
10,2,0.0,1,100000,2,1,0.0,2025-10-25T13:55:17,9
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,0
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,8
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,2
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,1
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,10
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,5
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,7
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,3
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,4
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,9
10,2,0.0,1,100000,2,2,0.0,2025-10-25T13:55:17,6
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,8
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,0
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,3
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,5
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,1
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,7
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,2
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,6
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,9
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,4
10,2,0.0,1,100000,2,3,0.0,2025-10-25T13:55:17,10
10,2,10.1010101010101,1,100000,2,0,0.0003049870249779583,2025-10-25T13:55:18,6
10,2,10.1010101010101,1,100000,2,0,0.0003493721583136896,2025-10-25T13:55:18,1
10,2,10.1010101010101,1,100000,2,0,0.0005052041490397908,2025-10-25T13:55:18,10
10,2,10.1010101010101,1,100000,2,0,0.0006561625514491977,2025-10-25T13:55:18,2
10,2,10.1010101010101,1,100000,2,0,0.000328136066485045,2025-10-25T13:55:18,5
10,2,10.1010101010101,1,100000,2,0,0.00046419330765743507,2025-10-25T13:55:18,9
10,2,10.1010101010101,1,100000,2,0,0.0005607350056533631,2025-10-25T13:55:18,3
10,2,10.1010101010101,1,100000,2,0,0.00034775815440691866,2025-10-25T13:55:18,8
10,2,10.1010101010101,1,100000,2,0,0.0004712156563571065,2025-10-25T13:55:18,0
10,2,10.1010101010101,1,100000,2,0,0.00027710936708845836,2025-10-25T13:55:18,7
10,2,10.1010101010101,1,100000,2,0,0.0003174927389795302,2025-10-25T13:55:18,4
10,2,10.1010101010101,1,100000,2,1,0.0003485344204564387,2025-10-25T13:55:18,2
10,2,10.1010101010101,1,100000,2,1,0.00031450045247211154,2025-10-25T13:55:18,6
10,2,10.1010101010101,1,100000,2,1,0.00031505138488920965,2025-10-25T13:55:18,10
10,2,10.1010101010101,1,100000,2,1,0.00051590512087362,2025-10-25T13:55:18,1
10,2,10.1010101010101,1,100000,2,1,0.0004675877476479056,2025-10-25T13:55:18,8
10,2,10.1010101010101,1,100000,2,1,0.0005498917927437292,2025-10-25T13:55:18,9
