n,k,t,l,r,p,rep,norm,active_count,timestamp,worker
10,5,0.0,1,100000,2,0,0.0,8,2025-10-25T18:20:08,0
10,5,0.0,1,100000,2,0,0.0,5,2025-10-25T18:20:08,3
10,5,0.0,1,100000,2,0,0.0,7,2025-10-25T18:20:08,1
10,5,0.0,1,100000,2,0,0.0,9,2025-10-25T18:20:08,8
10,5,0.0,1,100000,2,0,0.0,7,2025-10-25T18:20:08,7
10,5,0.0,1,100000,2,0,0.0,10,2025-10-25T18:20:08,6
10,5,0.0,1,100000,2,0,0.0,11,2025-10-25T18:20:08,4
10,5,0.0,1,100000,2,0,0.0,14,2025-10-25T18:20:08,2
10,5,0.0,1,100000,2,1,0.0,10,2025-10-25T18:20:08,0
10,5,0.0,1,100000,2,0,0.0,14,2025-10-25T18:20:08,5
10,5,0.0,1,100000,2,0,0.0,10,2025-10-25T18:20:08,9
10,5,0.0,1,100000,2,1,0.0,6,2025-10-25T18:20:08,8
10,5,0.0,1,100000,2,1,0.0,11,2025-10-25T18:20:08,1
10,5,0.0,1,100000,2,1,0.0,13,2025-10-25T18:20:08,3
10,5,0.0,1,100000,2,0,0.0,12,2025-10-25T18:20:08,10
10,5,0.0,1,100000,2,1,0.0,7,2025-10-25T18:20:08,2
10,5,0.0,1,100000,2,1,0.0,8,2025-10-25T18:20:08,6
10,5,0.0,1,100000,2,1,0.0,10,2025-10-25T18:20:08,9
10,5,0.0,1,100000,2,2,0.0,6,2025-10-25T18:20:08,3
10,5,0.0,1,100000,2,1,0.0,12,2025-10-25T18:20:08,7
10,5,0.0,1,100000,2,2,0.0,8,2025-10-25T18:20:08,0
10,5,0.0,1,100000,2,1,0.0,8,2025-10-25T18:20:08,5
10,5,0.0,1,100000,2,1,0.0,14,2025-10-25T18:20:08,4
10,5,0.0,1,100000,2,2,0.0,14,2025-10-25T18:20:08,1
10,5,0.0,1,100000,2,2,0.0,4,2025-10-25T18:20:08,2
10,5,0.0,1,100000,2,2,0.0,8,2025-10-25T18:20:08,6
10,5,0.0,1,100000,2,3,0.0,9,2025-10-25T18:20:08,0
