n,k,t,l,r,p,rep,norm,active_count,timestamp,worker
10,3,0.0,1,100000,2,0,0.0,7,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,0,0.0,10,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,0,0.0,8,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,1,0.0,5,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,0,0.0,6,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,0,0.0,15,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,0,0.0,11,2025-10-25T18:23:17,5
10,3,0.0,1,100000,2,1,0.0,6,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,0,0.0,13,2025-10-25T18:23:17,6
10,3,0.0,1,100000,2,0,0.0,15,2025-10-25T18:23:17,3
10,3,0.0,1,100000,2,0,0.0,12,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,0,0.0,15,2025-10-25T18:23:17,2
10,3,0.0,1,100000,2,1,0.0,8,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,0,0.0,14,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,2,0.0,10,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,1,0.0,7,2025-10-25T18:23:17,5
10,3,0.0,1,100000,2,1,0.0,15,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,1,0.0,5,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,2,0.0,5,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,1,0.0,12,2025-10-25T18:23:17,3
10,3,0.0,1,100000,2,1,0.0,11,2025-10-25T18:23:17,2
10,3,0.0,1,100000,2,1,0.0,11,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,1,0.0,12,2025-10-25T18:23:17,6
10,3,0.0,1,100000,2,2,0.0,14,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,3,0.0,11,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,1,0.0,11,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,2,0.0,8,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,2,0.0,10,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,2,0.0,11,2025-10-25T18:23:17,5
10,3,0.0,1,100000,2,4,0.0,7,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,3,0.0,10,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,2,0.0,7,2025-10-25T18:23:17,6
10,3,0.0,1,100000,2,2,0.0,10,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,2,0.0,11,2025-10-25T18:23:17,3
10,3,0.0,1,100000,2,2,0.0,15,2025-10-25T18:23:17,2
10,3,0.0,1,100000,2,2,0.0,11,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,3,0.0,8,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,3,0.0,10,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,3,0.0,11,2025-10-25T18:23:17,5
10,3,0.0,1,100000,2,3,0.0,8,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,4,0.0,9,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,3,0.0,12,2025-10-25T18:23:17,6
10,3,0.0,1,100000,2,3,0.0,12,2025-10-25T18:23:17,3
10,3,0.0,1,100000,2,3,0.0,8,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,3,0.0,14,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,5,0.0,14,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,3,0.0,9,2025-10-25T18:23:17,2
10,3,0.0,1,100000,2,4,0.0,9,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,5,0.0,5,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,4,0.0,10,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,4,0.0,13,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,4,0.0,11,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,4,0.0,8,2025-10-25T18:23:17,6
10,3,0.0,1,100000,2,5,0.0,9,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,4,0.0,8,2025-10-25T18:23:17,3
10,3,0.0,1,100000,2,4,0.0,10,2025-10-25T18:23:17,2
10,3,0.0,1,100000,2,4,0.0,14,2025-10-25T18:23:17,5
10,3,0.0,1,100000,2,6,0.0,12,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,5,0.0,6,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,5,0.0,8,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,4,0.0,10,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,6,0.0,9,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,5,0.0,11,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,6,0.0,10,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,6,0.0,5,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,5,0.0,12,2025-10-25T18:23:17,6
10,3,0.0,1,100000,2,7,0.0,8,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,5,0.0,6,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,5,0.0,11,2025-10-25T18:23:17,2
10,3,0.0,1,100000,2,6,0.0,12,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,5,0.0,16,2025-10-25T18:23:17,3
10,3,0.0,1,100000,2,5,0.0,11,2025-10-25T18:23:17,5
10,3,0.0,1,100000,2,7,0.0,9,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,8,0.0,8,2025-10-25T18:23:17,10
10,3,0.0,1,100000,2,6,0.0,14,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,6,0.0,11,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,7,0.0,10,2025-10-25T18:23:17,8
10,3,0.0,1,100000,2,7,0.0,13,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,6,0.0,10,2025-10-25T18:23:17,6
10,3,0.0,1,100000,2,6,0.0,10,2025-10-25T18:23:17,2
10,3,0.0,1,100000,2,8,0.0,12,2025-10-25T18:23:17,0
10,3,0.0,1,100000,2,7,0.0,10,2025-10-25T18:23:17,4
10,3,0.0,1,100000,2,7,0.0,9,2025-10-25T18:23:17,1
10,3,0.0,1,100000,2,8,0.0,7,2025-10-25T18:23:17,7
10,3,0.0,1,100000,2,6,0.0,14,2025-10-25T18:23:17,3
10,3,0.0,1,100000,2,7,0.0,7,2025-10-25T18:23:17,9
10,3,0.0,1,100000,2,8,0.0,9,2025-10-25T18:23:18,8
10,3,0.0,1,100000,2,8,0.0,4,2025-10-25T18:23:18,4
10,3,0.0,1,100000,2,6,0.0,17,2025-10-25T18:23:18,5
10,3,0.0,1,100000,2,9,0.0,14,2025-10-25T18:23:18,10
10,3,0.0,1,100000,2,9,0.0,8,2025-10-25T18:23:18,0
10,3,0.0,1,100000,2,7,0.0,14,2025-10-25T18:23:18,6
10,3,0.0,1,100000,2,7,0.0,12,2025-10-25T18:23:18,2
10,3,0.0,1,100000,2,7,0.0,9,2025-10-25T18:23:18,3
10,3,0.0,1,100000,2,7,0.0,7,2025-10-25T18:23:18,5
10,3,0.0,1,100000,2,9,0.0,9,2025-10-25T18:23:18,8
10,3,0.0,1,100000,2,9,0.0,10,2025-10-25T18:23:18,4
10,3,0.0,1,100000,2,8,0.0,14,2025-10-25T18:23:18,1
10,3,0.0,1,100000,2,8,0.0,13,2025-10-25T18:23:18,9
10,3,0.0,1,100000,2,8,0.0,8,2025-10-25T18:23:18,2
10,3,0.0,1,100000,2,8,0.0,10,2025-10-25T18:23:18,6
10,3,0.0,1,100000,2,9,0.0,15,2025-10-25T18:23:18,7
10,3,0.0,1,100000,2,8,0.0,9,2025-10-25T18:23:18,5
10,3,0.0,1,100000,2,8,0.0,12,2025-10-25T18:23:18,3
10,3,0.0,1,100000,2,9,0.0,4,2025-10-25T18:23:18,2
10,3,0.0,1,100000,2,9,0.0,6,2025-10-25T18:23:18,9
10,3,0.0,1,100000,2,9,0.0,5,2025-10-25T18:23:18,6
10,3,0.0,1,100000,2,9,0.0,13,2025-10-25T18:23:18,1
10,3,0.0,1,100000,2,9,0.0,10,2025-10-25T18:23:18,5
10,3,0.0,1,100000,2,9,0.0,11,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,0,5.8956371182709104e-05,7,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,0,6.342582197228853e-05,8,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,0,4.336758699272217e-05,7,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,0,0.00014244371231762537,9,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,0,7.887324346889269e-05,10,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,0,6.983093880437682e-05,11,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,0,0.0001318741406831039,12,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,0,8.500661130947902e-05,12,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,1,6.20545184540256e-05,7,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,0,0.0001098054098816388,11,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,0,8.114874002020525e-05,14,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,1,7.214787908144216e-05,8,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,0,0.00012656527156542648,11,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,1,0.0001313548997512573,9,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,1,2.8338363990147673e-05,8,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,1,4.5080102769916263e-05,7,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,1,4.196819348996791e-05,12,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,1,9.985900686205837e-05,14,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,2,6.940401705216716e-05,6,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,1,4.625858961618412e-05,8,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,1,0.00010823560486382118,13,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,1,0.00015016859603923254,14,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,2,4.201153465172787e-05,10,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,1,0.00010558205129056756,11,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,2,0.000153055382267925,11,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,2,0.00011120859082763703,13,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,2,2.813461699668226e-05,6,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,2,3.480506358669766e-05,5,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,2,6.117407861165636e-05,11,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,3,0.00015658322867468245,10,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,2,7.834408310736575e-05,11,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,2,4.741759552050653e-05,8,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,2,4.5962035512464725e-05,9,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,3,7.84031321494564e-05,9,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,3,3.5965190722873745e-05,9,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,2,9.500312815612022e-05,12,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,3,0.00012633605466930538,11,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,3,0.00012462918842501186,12,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,3,5.294884796666788e-05,12,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,3,0.00011926445190560085,11,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,3,7.846073601730836e-05,7,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,4,7.877509897756687e-05,10,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,3,9.552200409299333e-05,10,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,4,4.663539012067626e-05,6,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,4,0.00013320817396028458,10,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,4,7.660042842529743e-05,6,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,3,0.00018042294091482553,13,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,3,0.00011663099568916484,10,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,4,9.608250689603112e-05,9,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,5,5.558856200086731e-05,7,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,5,9.652949638136801e-05,6,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,4,9.843457897690854e-05,12,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,4,7.714653375405573e-05,11,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,4,0.00010547495774183053,12,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,4,4.032163137425021e-05,7,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,4,0.0001660247666750169,13,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,4,3.118131814814455e-05,5,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,5,0.00012026597310780643,9,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,5,0.0001566722654054592,10,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,6,2.001681819893822e-05,5,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,5,4.712197476767329e-05,6,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,5,0.00013524728331248823,9,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,5,0.00010912687072526439,7,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,6,8.225981322040208e-05,7,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,5,0.00011424865196832085,11,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,6,6.559386872185414e-05,14,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,5,4.8621087945087655e-05,9,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,6,4.8816830089571246e-05,8,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,5,3.888997438334726e-05,8,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,7,5.1080981789042465e-05,11,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,5,0.00013244769436642582,16,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,7,9.24990753176548e-05,9,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,6,0.00012099704361383523,10,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,6,9.74629789840492e-05,11,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,6,7.20332856388438e-05,8,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,6,5.605129245248237e-05,13,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,7,3.2816201624627935e-05,8,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,8,1.6492333502353227e-05,5,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,7,0.00014739708057712257,14,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,6,0.00011985318262035022,13,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,6,0.0001661060335896386,12,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,7,5.876141711913376e-05,3,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,8,4.134554695857767e-05,8,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,8,5.896717123881744e-05,8,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,6,0.00013069571178595896,12,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,7,0.00015492169226097384,7,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,8,7.611582750843258e-05,8,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,7,9.933627934814891e-05,13,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,9,0.00015716752816843216,10,2025-10-25T18:23:18,4
10,3,10.1010101010101,1,100000,2,9,1.2311155709353293e-05,5,2025-10-25T18:23:18,10
10,3,10.1010101010101,1,100000,2,7,0.00020849570193107983,14,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,7,9.596507435766315e-05,11,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,7,9.713706342398457e-05,10,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,9,8.954860297927784e-05,10,2025-10-25T18:23:18,6
10,3,10.1010101010101,1,100000,2,7,4.996908910639474e-05,8,2025-10-25T18:23:18,1
10,3,10.1010101010101,1,100000,2,8,0.00019411038971005486,14,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,8,8.301702004935662e-05,6,2025-10-25T18:23:18,7
10,3,10.1010101010101,1,100000,2,9,7.038435949023949e-05,10,2025-10-25T18:23:18,0
10,3,10.1010101010101,1,100000,2,8,0.0001591848326423492,12,2025-10-25T18:23:18,3
10,3,10.1010101010101,1,100000,2,8,9.059436571222626e-05,10,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,8,0.00010722732449173401,13,2025-10-25T18:23:18,5
10,3,10.1010101010101,1,100000,2,9,0.00010176468398248785,9,2025-10-25T18:23:18,8
10,3,10.1010101010101,1,100000,2,8,0.00012380674154680883,16,2025-10-25T18:23:18,9
10,3,10.1010101010101,1,100000,2,9,5.2080845874150444e-05,6,2025-10-25T18:23:18,2
10,3,10.1010101010101,1,100000,2,9,0.00011981001339713089,13,2025-10-25T18:23:18,7
