n,k,t,l,r,p,rep,norm,active_count,timestamp,worker
6,2,10.0,2,100000,2,0,4.013416429601472e-11,2,2025-10-06T13:02:41,5
6,2,10.0,2,100000,2,0,1.562209618409776e-09,3,2025-10-06T13:02:41,10
6,2,10.0,2,100000,2,0,3.281978146856619e-09,5,2025-10-06T13:02:41,9
6,2,10.0,2,100000,2,0,9.536185623211486e-11,4,2025-10-06T13:02:41,2
6,2,10.0,2,100000,2,0,1.2094344326354244e-09,5,2025-10-06T13:02:41,0
6,2,10.0,2,100000,2,0,3.781623663439042e-09,5,2025-10-06T13:02:41,6
6,2,10.0,2,100000,2,0,5.356120119584879e-09,5,2025-10-06T13:02:41,1
6,2,10.0,2,100000,2,0,8.271141443080773e-10,5,2025-10-06T13:02:41,3
6,2,10.0,2,100000,2,0,2.1375294356196234e-09,7,2025-10-06T13:02:41,8
6,2,10.0,2,100000,2,0,3.826722591953589e-09,8,2025-10-06T13:02:41,7
6,2,10.0,2,100000,2,1,3.3251113159358603e-10,5,2025-10-06T13:02:41,10
6,2,10.0,2,100000,2,0,5.065241248346985e-09,8,2025-10-06T13:02:41,4
6,2,10.0,2,100000,2,1,1.7869286990346853e-09,6,2025-10-06T13:02:41,9
6,2,10.0,2,100000,2,1,3.208730577555379e-10,7,2025-10-06T13:02:41,5
6,2,10.0,2,100000,2,1,2.086164313556985e-09,7,2025-10-06T13:02:41,6
6,2,10.0,2,100000,2,1,1.5789830075462407e-09,9,2025-10-06T13:02:41,2
6,2,10.0,2,100000,2,1,1.1041526345567404e-09,6,2025-10-06T13:02:41,3
6,2,10.0,2,100000,2,1,5.322513196072854e-10,8,2025-10-06T13:02:41,1
6,2,10.0,2,100000,2,1,5.149550382156264e-10,8,2025-10-06T13:02:41,8
6,2,10.0,2,100000,2,1,6.96945152204772e-09,7,2025-10-06T13:02:41,0
6,2,10.0,2,100000,2,1,2.1890005864433266e-09,4,2025-10-06T13:02:41,7
6,2,10.0,2,100000,2,1,3.938058531407215e-10,4,2025-10-06T13:02:41,4
6,2,10.0,2,100000,2,2,2.2407541462853418e-09,7,2025-10-06T13:02:41,10
6,2,10.0,2,100000,2,2,1.5215803669816302e-09,6,2025-10-06T13:02:41,9
6,2,10.0,2,100000,2,2,6.489955876948649e-09,6,2025-10-06T13:02:41,2
6,2,10.0,2,100000,2,2,2.5735816395444398e-09,6,2025-10-06T13:02:41,3
6,2,10.0,2,100000,2,2,5.202953787423171e-09,5,2025-10-06T13:02:41,5
6,2,10.0,2,100000,2,2,5.966318025675867e-10,4,2025-10-06T13:02:41,6
6,2,10.0,2,100000,2,2,1.4266955407399875e-10,4,2025-10-06T13:02:41,1
6,2,10.0,2,100000,2,2,5.653577817702475e-11,4,2025-10-06T13:02:41,0
