n,k,t,l,r,p,rep,norm,timestamp,worker
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,0
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,3
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,7
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,5
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,1
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,2
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,6
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,8
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,9
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,10
10,3,0.0,1,100000,2,0,0.0,2025-10-25T13:59:35,4
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,3
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,5
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,1
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,7
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,6
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,0
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,2
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,8
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,10
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,9
10,3,0.0,1,100000,2,1,0.0,2025-10-25T13:59:35,4
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,7
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,3
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,5
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,0
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,1
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,2
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,6
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,10
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,8
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,9
10,3,0.0,1,100000,2,2,0.0,2025-10-25T13:59:36,4
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,0
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,3
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,7
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,1
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,9
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,5
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,6
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,2
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,10
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,8
10,3,0.0,1,100000,2,3,0.0,2025-10-25T13:59:36,4
10,3,10.1010101010101,1,100000,2,0,0.00011692495504360302,2025-10-25T13:59:37,3
10,3,10.1010101010101,1,100000,2,0,0.00012169207328714172,2025-10-25T13:59:37,5
10,3,10.1010101010101,1,100000,2,0,0.00013272860179716061,2025-10-25T13:59:37,6
10,3,10.1010101010101,1,100000,2,0,0.00014305810145459112,2025-10-25T13:59:37,4
10,3,10.1010101010101,1,100000,2,0,0.0001461794002882166,2025-10-25T13:59:37,9
10,3,10.1010101010101,1,100000,2,0,0.00010494492266789847,2025-10-25T13:59:37,8
10,3,10.1010101010101,1,100000,2,0,0.00010895345276010054,2025-10-25T13:59:37,7
10,3,10.1010101010101,1,100000,2,0,0.0001567153141408828,2025-10-25T13:59:37,2
10,3,10.1010101010101,1,100000,2,0,0.0001362398643584327,2025-10-25T13:59:37,1
10,3,10.1010101010101,1,100000,2,0,0.00015226319711179518,2025-10-25T13:59:37,10
10,3,10.1010101010101,1,100000,2,0,0.00012443640180127575,2025-10-25T13:59:37,0
10,3,10.1010101010101,1,100000,2,1,0.00012694696125565937,2025-10-25T13:59:37,3
10,3,10.1010101010101,1,100000,2,1,0.0001361315748915322,2025-10-25T13:59:37,5
10,3,10.1010101010101,1,100000,2,1,0.00012461016982623515,2025-10-25T13:59:37,2
10,3,10.1010101010101,1,100000,2,1,0.00016029678070688766,2025-10-25T13:59:37,4
10,3,10.1010101010101,1,100000,2,1,0.00014640901360855082,2025-10-25T13:59:37,9
10,3,10.1010101010101,1,100000,2,1,0.00013433426016907138,2025-10-25T13:59:37,6
10,3,10.1010101010101,1,100000,2,1,0.00012457061294143907,2025-10-25T13:59:37,10
10,3,10.1010101010101,1,100000,2,1,0.00015382644903622807,2025-10-25T13:59:37,1
10,3,10.1010101010101,1,100000,2,1,0.00014912566250932117,2025-10-25T13:59:37,7
10,3,10.1010101010101,1,100000,2,1,0.00017303710357405,2025-10-25T13:59:37,8
10,3,10.1010101010101,1,100000,2,1,0.00015214374243349393,2025-10-25T13:59:37,0
10,3,10.1010101010101,1,100000,2,2,0.00014014207936296257,2025-10-25T13:59:38,4
10,3,10.1010101010101,1,100000,2,2,0.00012014853228200449,2025-10-25T13:59:38,5
10,3,10.1010101010101,1,100000,2,2,0.00012879715455259047,2025-10-25T13:59:38,3
10,3,10.1010101010101,1,100000,2,2,0.0001244710933588161,2025-10-25T13:59:38,2
10,3,10.1010101010101,1,100000,2,2,0.0001387084722522539,2025-10-25T13:59:38,0
10,3,10.1010101010101,1,100000,2,2,0.00010882491963653031,2025-10-25T13:59:38,1
10,3,10.1010101010101,1,100000,2,2,0.00012102239135335221,2025-10-25T13:59:38,9
10,3,10.1010101010101,1,100000,2,2,0.00012759375197934775,2025-10-25T13:59:38,6
10,3,10.1010101010101,1,100000,2,2,0.00012929867669554768,2025-10-25T13:59:38,10
10,3,10.1010101010101,1,100000,2,2,0.00011650057262298207,2025-10-25T13:59:38,8
10,3,10.1010101010101,1,100000,2,2,0.00014441061713315795,2025-10-25T13:59:38,7
10,3,10.1010101010101,1,100000,2,3,0.0001388208200006988,2025-10-25T13:59:38,5
10,3,10.1010101010101,1,100000,2,3,0.00014451905279604509,2025-10-25T13:59:38,3
10,3,10.1010101010101,1,100000,2,3,0.00013632978074214878,2025-10-25T13:59:38,4
10,3,10.1010101010101,1,100000,2,3,0.00012310979460531055,2025-10-25T13:59:38,6
10,3,10.1010101010101,1,100000,2,3,0.00012678596953637637,2025-10-25T13:59:38,2
10,3,10.1010101010101,1,100000,2,3,0.0001159184505074906,2025-10-25T13:59:39,10
10,3,10.1010101010101,1,100000,2,3,0.00011613021060305302,2025-10-25T13:59:39,0
10,3,10.1010101010101,1,100000,2,3,0.00013366609559570413,2025-10-25T13:59:39,8
10,3,10.1010101010101,1,100000,2,3,0.00013440213721563433,2025-10-25T13:59:39,1
10,3,10.1010101010101,1,100000,2,3,0.00013450903611824386,2025-10-25T13:59:39,9
10,3,10.1010101010101,1,100000,2,3,0.00013831043516999089,2025-10-25T13:59:39,7
10,3,20.2020202020202,1,100000,2,0,0.00028842103797641603,2025-10-25T13:59:39,0
10,3,20.2020202020202,1,100000,2,0,0.00037290138786755543,2025-10-25T13:59:39,4
10,3,20.2020202020202,1,100000,2,0,0.0003565743009680495,2025-10-25T13:59:39,9
10,3,20.2020202020202,1,100000,2,0,0.00035933833377678844,2025-10-25T13:59:39,3
10,3,20.2020202020202,1,100000,2,0,0.00039026344374355054,2025-10-25T13:59:39,10
10,3,20.2020202020202,1,100000,2,0,0.00029369036675995356,2025-10-25T13:59:39,6
10,3,20.2020202020202,1,100000,2,0,0.0004443447696457413,2025-10-25T13:59:39,1
10,3,20.2020202020202,1,100000,2,0,0.00029881931270606506,2025-10-25T13:59:39,5
10,3,20.2020202020202,1,100000,2,0,0.0004279744637628748,2025-10-25T13:59:39,8
10,3,20.2020202020202,1,100000,2,0,0.00028275626709881225,2025-10-25T13:59:39,7
10,3,20.2020202020202,1,100000,2,0,0.00037504851682628707,2025-10-25T13:59:39,2
10,3,20.2020202020202,1,100000,2,1,0.0003203400288819364,2025-10-25T13:59:40,0
10,3,20.2020202020202,1,100000,2,1,0.00038990446413960587,2025-10-25T13:59:40,3
10,3,20.2020202020202,1,100000,2,1,0.00036319408868799565,2025-10-25T13:59:40,4
10,3,20.2020202020202,1,100000,2,1,0.0003839456041523613,2025-10-25T13:59:40,10
10,3,20.2020202020202,1,100000,2,1,0.00041277420456860254,2025-10-25T13:59:40,9
10,3,20.2020202020202,1,100000,2,1,0.00031129378661135334,2025-10-25T13:59:40,8
10,3,20.2020202020202,1,100000,2,1,0.00039316057758774357,2025-10-25T13:59:40,5
10,3,20.2020202020202,1,100000,2,1,0.00042372356748291356,2025-10-25T13:59:40,6
10,3,20.2020202020202,1,100000,2,1,0.0003968154581347642,2025-10-25T13:59:40,7
10,3,20.2020202020202,1,100000,2,1,0.0004023803821002652,2025-10-25T13:59:40,1
10,3,20.2020202020202,1,100000,2,1,0.00037089237205990963,2025-10-25T13:59:40,2
10,3,20.2020202020202,1,100000,2,2,0.000318884888909124,2025-10-25T13:59:40,3
10,3,20.2020202020202,1,100000,2,2,0.00039563439329142044,2025-10-25T13:59:40,4
10,3,20.2020202020202,1,100000,2,2,0.0003067275787792232,2025-10-25T13:59:40,8
10,3,20.2020202020202,1,100000,2,2,0.00029711219595525895,2025-10-25T13:59:40,9
10,3,20.2020202020202,1,100000,2,2,0.00036369499077292997,2025-10-25T13:59:40,10
10,3,20.2020202020202,1,100000,2,2,0.00037619929152541,2025-10-25T13:59:40,0
10,3,20.2020202020202,1,100000,2,2,0.0003898891851853423,2025-10-25T13:59:40,6
10,3,20.2020202020202,1,100000,2,2,0.0003174529492422336,2025-10-25T13:59:40,2
10,3,20.2020202020202,1,100000,2,2,0.0003558380569127026,2025-10-25T13:59:40,7
10,3,20.2020202020202,1,100000,2,2,0.0003973407414827017,2025-10-25T13:59:40,1
10,3,20.2020202020202,1,100000,2,2,0.00034740964575154747,2025-10-25T13:59:40,5
10,3,20.2020202020202,1,100000,2,3,0.0003718580813565491,2025-10-25T13:59:41,4
10,3,20.2020202020202,1,100000,2,3,0.000273513421652694,2025-10-25T13:59:41,2
10,3,20.2020202020202,1,100000,2,3,0.00037164952425561797,2025-10-25T13:59:41,9
10,3,20.2020202020202,1,100000,2,3,0.00033515121734569315,2025-10-25T13:59:41,8
