n,k,t,l,r,p,rep,norm,timestamp,worker
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,2
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,0
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,1
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,10
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,8
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,4
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,9
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,3
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,7
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,5
10,6,0.0,1,100000,2,0,0.0,2025-10-25T17:44:12,6
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,1
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,10
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,2
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,0
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,4
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,7
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,9
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,5
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,8
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,3
10,6,0.0,1,100000,2,1,0.0,2025-10-25T17:44:13,6
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,1
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,10
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,4
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,7
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,0
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,2
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,5
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,9
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,3
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,8
10,6,0.0,1,100000,2,2,0.0,2025-10-25T17:44:14,6
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,1
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,2
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,4
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,10
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,5
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,0
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,7
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,3
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,8
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,9
10,6,0.0,1,100000,2,3,0.0,2025-10-25T17:44:15,6
10,6,10.1010101010101,1,100000,2,0,1.8941742801020172e-06,2025-10-25T17:44:16,4
10,6,10.1010101010101,1,100000,2,0,1.7714964083548003e-06,2025-10-25T17:44:16,1
10,6,10.1010101010101,1,100000,2,0,2.2064570574516506e-06,2025-10-25T17:44:16,0
10,6,10.1010101010101,1,100000,2,0,2.1460995192507003e-06,2025-10-25T17:44:16,9
10,6,10.1010101010101,1,100000,2,0,1.7585136331038954e-06,2025-10-25T17:44:16,6
10,6,10.1010101010101,1,100000,2,0,2.423895514891093e-06,2025-10-25T17:44:16,10
10,6,10.1010101010101,1,100000,2,0,2.1087760245416635e-06,2025-10-25T17:44:16,8
10,6,10.1010101010101,1,100000,2,0,1.8355765866017951e-06,2025-10-25T17:44:16,3
10,6,10.1010101010101,1,100000,2,0,1.801293437346695e-06,2025-10-25T17:44:16,7
10,6,10.1010101010101,1,100000,2,0,2.0433806650677125e-06,2025-10-25T17:44:16,5
10,6,10.1010101010101,1,100000,2,0,1.7602664495464094e-06,2025-10-25T17:44:16,2
10,6,10.1010101010101,1,100000,2,1,1.7948078336751502e-06,2025-10-25T17:44:17,4
10,6,10.1010101010101,1,100000,2,1,2.1518531554859954e-06,2025-10-25T17:44:17,10
10,6,10.1010101010101,1,100000,2,1,1.9670560435347163e-06,2025-10-25T17:44:17,6
10,6,10.1010101010101,1,100000,2,1,2.1827632204253546e-06,2025-10-25T17:44:17,0
10,6,10.1010101010101,1,100000,2,1,2.0233814908401406e-06,2025-10-25T17:44:17,3
10,6,10.1010101010101,1,100000,2,1,2.153687393804689e-06,2025-10-25T17:44:17,1
10,6,10.1010101010101,1,100000,2,1,1.6738932282273375e-06,2025-10-25T17:44:17,7
10,6,10.1010101010101,1,100000,2,1,1.7613534974001936e-06,2025-10-25T17:44:17,8
10,6,10.1010101010101,1,100000,2,1,1.7340100183110125e-06,2025-10-25T17:44:17,9
10,6,10.1010101010101,1,100000,2,1,1.902825240698439e-06,2025-10-25T17:44:17,5
10,6,10.1010101010101,1,100000,2,1,1.8288724368113544e-06,2025-10-25T17:44:17,2
10,6,10.1010101010101,1,100000,2,2,1.7503219476894561e-06,2025-10-25T17:44:18,4
10,6,10.1010101010101,1,100000,2,2,1.7101259718881236e-06,2025-10-25T17:44:18,1
10,6,10.1010101010101,1,100000,2,2,1.986434372433138e-06,2025-10-25T17:44:18,10
10,6,10.1010101010101,1,100000,2,2,1.9271660628493545e-06,2025-10-25T17:44:18,0
10,6,10.1010101010101,1,100000,2,2,2.084629236607582e-06,2025-10-25T17:44:18,8
10,6,10.1010101010101,1,100000,2,2,1.756069586559082e-06,2025-10-25T17:44:18,6
10,6,10.1010101010101,1,100000,2,2,1.6646595758409967e-06,2025-10-25T17:44:18,3
10,6,10.1010101010101,1,100000,2,2,2.0664376916338367e-06,2025-10-25T17:44:18,2
10,6,10.1010101010101,1,100000,2,2,2.019631546094234e-06,2025-10-25T17:44:18,7
10,6,10.1010101010101,1,100000,2,2,1.957200758255638e-06,2025-10-25T17:44:18,5
10,6,10.1010101010101,1,100000,2,2,1.9330266890365064e-06,2025-10-25T17:44:18,9
10,6,10.1010101010101,1,100000,2,3,1.9726080074790834e-06,2025-10-25T17:44:19,1
10,6,10.1010101010101,1,100000,2,3,1.943110957185268e-06,2025-10-25T17:44:19,10
10,6,10.1010101010101,1,100000,2,3,1.9840895621847534e-06,2025-10-25T17:44:19,0
10,6,10.1010101010101,1,100000,2,3,1.867047237556664e-06,2025-10-25T17:44:19,6
10,6,10.1010101010101,1,100000,2,3,1.8924974690178346e-06,2025-10-25T17:44:19,8
10,6,10.1010101010101,1,100000,2,3,1.66990294733949e-06,2025-10-25T17:44:19,4
10,6,10.1010101010101,1,100000,2,3,2.4606008550122193e-06,2025-10-25T17:44:19,2
10,6,10.1010101010101,1,100000,2,3,1.8338299562996876e-06,2025-10-25T17:44:19,3
10,6,10.1010101010101,1,100000,2,3,1.7009685664542051e-06,2025-10-25T17:44:19,9
10,6,10.1010101010101,1,100000,2,3,2.1067731367845213e-06,2025-10-25T17:44:19,7
10,6,10.1010101010101,1,100000,2,3,2.094498964614008e-06,2025-10-25T17:44:19,5
10,6,20.2020202020202,1,100000,2,0,7.484748109622683e-06,2025-10-25T17:44:20,5
10,6,20.2020202020202,1,100000,2,0,7.367950672463928e-06,2025-10-25T17:44:20,8
10,6,20.2020202020202,1,100000,2,0,6.86938759199118e-06,2025-10-25T17:44:20,10
10,6,20.2020202020202,1,100000,2,0,6.289363751841828e-06,2025-10-25T17:44:20,3
10,6,20.2020202020202,1,100000,2,0,6.716862870017214e-06,2025-10-25T17:44:20,6
10,6,20.2020202020202,1,100000,2,0,7.795230101008428e-06,2025-10-25T17:44:20,4
10,6,20.2020202020202,1,100000,2,0,8.049997420794632e-06,2025-10-25T17:44:20,9
10,6,20.2020202020202,1,100000,2,0,6.00568092975994e-06,2025-10-25T17:44:20,0
10,6,20.2020202020202,1,100000,2,0,7.432556406776095e-06,2025-10-25T17:44:20,7
10,6,20.2020202020202,1,100000,2,0,7.759857002789409e-06,2025-10-25T17:44:20,1
10,6,20.2020202020202,1,100000,2,0,6.782478401945465e-06,2025-10-25T17:44:20,2
10,6,20.2020202020202,1,100000,2,1,6.863565691243976e-06,2025-10-25T17:44:21,5
10,6,20.2020202020202,1,100000,2,1,7.533163432847992e-06,2025-10-25T17:44:21,6
10,6,20.2020202020202,1,100000,2,1,5.5817123824789816e-06,2025-10-25T17:44:21,4
10,6,20.2020202020202,1,100000,2,1,7.2321411391098975e-06,2025-10-25T17:44:21,3
10,6,20.2020202020202,1,100000,2,1,6.9358694128489925e-06,2025-10-25T17:44:21,0
10,6,20.2020202020202,1,100000,2,1,7.177355361014485e-06,2025-10-25T17:44:21,10
10,6,20.2020202020202,1,100000,2,1,6.852832644466141e-06,2025-10-25T17:44:21,9
10,6,20.2020202020202,1,100000,2,1,7.074709144204175e-06,2025-10-25T17:44:21,8
10,6,20.2020202020202,1,100000,2,1,6.012623050114747e-06,2025-10-25T17:44:21,1
10,6,20.2020202020202,1,100000,2,1,6.382778768423651e-06,2025-10-25T17:44:21,2
10,6,20.2020202020202,1,100000,2,1,7.658513519406587e-06,2025-10-25T17:44:22,7
10,6,20.2020202020202,1,100000,2,2,7.254481160040817e-06,2025-10-25T17:44:23,5
10,6,20.2020202020202,1,100000,2,2,6.8626820803495025e-06,2025-10-25T17:44:23,6
10,6,20.2020202020202,1,100000,2,2,6.476208052003116e-06,2025-10-25T17:44:23,4
10,6,20.2020202020202,1,100000,2,2,6.912311581072944e-06,2025-10-25T17:44:23,10
10,6,20.2020202020202,1,100000,2,2,7.274660886891459e-06,2025-10-25T17:44:23,0
10,6,20.2020202020202,1,100000,2,2,7.375196042654538e-06,2025-10-25T17:44:23,2
10,6,20.2020202020202,1,100000,2,2,6.521521001303296e-06,2025-10-25T17:44:23,3
10,6,20.2020202020202,1,100000,2,2,6.51943888753964e-06,2025-10-25T17:44:23,7
10,6,20.2020202020202,1,100000,2,2,8.607499925233715e-06,2025-10-25T17:44:23,9
10,6,20.2020202020202,1,100000,2,2,6.897061179059694e-06,2025-10-25T17:44:23,1
10,6,20.2020202020202,1,100000,2,2,6.7512631522391684e-06,2025-10-25T17:44:23,8
10,6,20.2020202020202,1,100000,2,3,7.2083373509572695e-06,2025-10-25T17:44:24,4
10,6,20.2020202020202,1,100000,2,3,6.706400216883251e-06,2025-10-25T17:44:24,6
10,6,20.2020202020202,1,100000,2,3,7.001754134769256e-06,2025-10-25T17:44:24,5
10,6,20.2020202020202,1,100000,2,3,6.635963743251505e-06,2025-10-25T17:44:24,1
10,6,20.2020202020202,1,100000,2,3,8.285198111252627e-06,2025-10-25T17:44:24,7
10,6,20.2020202020202,1,100000,2,3,7.421578083383429e-06,2025-10-25T17:44:24,0
10,6,20.2020202020202,1,100000,2,3,7.552631799866895e-06,2025-10-25T17:44:24,10
10,6,20.2020202020202,1,100000,2,3,7.656998343983838e-06,2025-10-25T17:44:24,2
10,6,20.2020202020202,1,100000,2,3,6.933686390254354e-06,2025-10-25T17:44:24,8
10,6,20.2020202020202,1,100000,2,3,7.0924139898521125e-06,2025-10-25T17:44:24,3
10,6,20.2020202020202,1,100000,2,3,7.5365496892642225e-06,2025-10-25T17:44:24,9
10,6,30.3030303030303,1,100000,2,0,1.5618110171445333e-05,2025-10-25T17:44:25,3
10,6,30.3030303030303,1,100000,2,0,1.5059426775492276e-05,2025-10-25T17:44:25,8
10,6,30.3030303030303,1,100000,2,0,1.5031331859738771e-05,2025-10-25T17:44:25,10
10,6,30.3030303030303,1,100000,2,0,1.3196431590716167e-05,2025-10-25T17:44:25,9
10,6,30.3030303030303,1,100000,2,0,1.5972284068054858e-05,2025-10-25T17:44:25,5
10,6,30.3030303030303,1,100000,2,0,1.4391148115013926e-05,2025-10-25T17:44:25,7
10,6,30.3030303030303,1,100000,2,0,1.4999041151049307e-05,2025-10-25T17:44:25,4
10,6,30.3030303030303,1,100000,2,0,1.6269941635675012e-05,2025-10-25T17:44:25,2
10,6,30.3030303030303,1,100000,2,0,1.8290300695265856e-05,2025-10-25T17:44:25,0
10,6,30.3030303030303,1,100000,2,0,1.4554210974795815e-05,2025-10-25T17:44:25,1
10,6,30.3030303030303,1,100000,2,0,1.540561339132216e-05,2025-10-25T17:44:25,6
10,6,30.3030303030303,1,100000,2,1,1.493891868355597e-05,2025-10-25T17:44:27,8
10,6,30.3030303030303,1,100000,2,1,1.6774418801711236e-05,2025-10-25T17:44:27,7
10,6,30.3030303030303,1,100000,2,1,1.3635466707248363e-05,2025-10-25T17:44:27,3
10,6,30.3030303030303,1,100000,2,1,1.4832612319243937e-05,2025-10-25T17:44:27,5
10,6,30.3030303030303,1,100000,2,1,1.4874629929344898e-05,2025-10-25T17:44:27,1
10,6,30.3030303030303,1,100000,2,1,1.5331581736878107e-05,2025-10-25T17:44:27,9
10,6,30.3030303030303,1,100000,2,1,1.756073785522234e-05,2025-10-25T17:44:27,0
10,6,30.3030303030303,1,100000,2,1,1.5399394059492945e-05,2025-10-25T17:44:27,2
10,6,30.3030303030303,1,100000,2,1,1.4597532612092575e-05,2025-10-25T17:44:27,4
10,6,30.3030303030303,1,100000,2,1,1.4695593281220672e-05,2025-10-25T17:44:27,10
10,6,30.3030303030303,1,100000,2,1,1.406520859658732e-05,2025-10-25T17:44:27,6
10,6,30.3030303030303,1,100000,2,2,1.5626270566849344e-05,2025-10-25T17:44:28,7
10,6,30.3030303030303,1,100000,2,2,1.5232982137269484e-05,2025-10-25T17:44:28,8
10,6,30.3030303030303,1,100000,2,2,1.706400330898163e-05,2025-10-25T17:44:28,0
10,6,30.3030303030303,1,100000,2,2,1.3732584793688143e-05,2025-10-25T17:44:28,2
10,6,30.3030303030303,1,100000,2,2,1.5871273291000308e-05,2025-10-25T17:44:28,3
10,6,30.3030303030303,1,100000,2,2,1.3706670635795388e-05,2025-10-25T17:44:28,5
10,6,30.3030303030303,1,100000,2,2,1.6007567173058757e-05,2025-10-25T17:44:28,4
10,6,30.3030303030303,1,100000,2,2,1.5274373704633085e-05,2025-10-25T17:44:28,10
10,6,30.3030303030303,1,100000,2,2,1.5544383507744522e-05,2025-10-25T17:44:28,1
10,6,30.3030303030303,1,100000,2,2,1.8331610385620595e-05,2025-10-25T17:44:28,9
10,6,30.3030303030303,1,100000,2,2,1.6038975025431797e-05,2025-10-25T17:44:28,6
10,6,30.3030303030303,1,100000,2,3,1.6392158667573117e-05,2025-10-25T17:44:29,7
10,6,30.3030303030303,1,100000,2,3,1.7040751040571252e-05,2025-10-25T17:44:29,8
10,6,30.3030303030303,1,100000,2,3,1.5043760445913572e-05,2025-10-25T17:44:29,4
10,6,30.3030303030303,1,100000,2,3,1.6055375721069157e-05,2025-10-25T17:44:30,0
10,6,30.3030303030303,1,100000,2,3,1.6543274221687384e-05,2025-10-25T17:44:30,2
10,6,30.3030303030303,1,100000,2,3,1.1307255942265476e-05,2025-10-25T17:44:30,9
10,6,30.3030303030303,1,100000,2,3,1.6093849722221354e-05,2025-10-25T17:44:30,10
10,6,30.3030303030303,1,100000,2,3,1.7281558681994157e-05,2025-10-25T17:44:30,3
10,6,30.3030303030303,1,100000,2,3,1.5864254334240235e-05,2025-10-25T17:44:30,5
