n,k,t,l,r,p,rep,norm,active_count,timestamp,worker
10,3,0.0,2,100000,2,0,0.0,10,2025-10-16T22:59:46,0
10,3,0.0,2,100000,2,0,0.0,8,2025-10-16T22:59:46,2
10,3,0.0,2,100000,2,0,0.0,7,2025-10-16T22:59:46,3
10,3,0.0,2,100000,2,1,0.0,11,2025-10-16T22:59:46,0
10,3,0.0,2,100000,2,0,0.0,7,2025-10-16T22:59:46,5
10,3,0.0,2,100000,2,0,0.0,8,2025-10-16T22:59:46,6
10,3,0.0,2,100000,2,0,0.0,11,2025-10-16T22:59:46,1
10,3,0.0,2,100000,2,0,0.0,5,2025-10-16T22:59:46,8
10,3,0.0,2,100000,2,1,0.0,9,2025-10-16T22:59:46,2
10,3,0.0,2,100000,2,0,0.0,10,2025-10-16T22:59:46,4
10,3,0.0,2,100000,2,1,0.0,5,2025-10-16T22:59:46,1
10,3,0.0,2,100000,2,0,0.0,10,2025-10-16T22:59:46,10
10,3,0.0,2,100000,2,1,0.0,6,2025-10-16T22:59:46,6
10,3,0.0,2,100000,2,0,0.0,8,2025-10-16T22:59:46,9
10,3,0.0,2,100000,2,2,0.0,9,2025-10-16T22:59:46,2
10,3,0.0,2,100000,2,0,0.0,13,2025-10-16T22:59:46,7
10,3,0.0,2,100000,2,1,0.0,7,2025-10-16T22:59:46,9
10,3,0.0,2,100000,2,1,0.0,14,2025-10-16T22:59:46,3
10,3,0.0,2,100000,2,1,0.0,11,2025-10-16T22:59:46,5
10,3,0.0,2,100000,2,1,0.0,7,2025-10-16T22:59:46,10
10,3,0.0,2,100000,2,2,0.0,8,2025-10-16T22:59:46,1
10,3,0.0,2,100000,2,1,0.0,8,2025-10-16T22:59:46,4
10,3,0.0,2,100000,2,1,0.0,13,2025-10-16T22:59:46,8
10,3,0.0,2,100000,2,2,0.0,17,2025-10-16T22:59:46,0
10,3,0.0,2,100000,2,1,0.0,7,2025-10-16T22:59:46,7
10,3,0.0,2,100000,2,2,0.0,12,2025-10-16T22:59:46,6
10,3,0.0,2,100000,2,3,0.0,8,2025-10-16T22:59:46,2
10,3,0.0,2,100000,2,2,0.0,9,2025-10-16T22:59:46,3
10,3,0.0,2,100000,2,2,0.0,11,2025-10-16T22:59:46,9
10,3,0.0,2,100000,2,2,0.0,11,2025-10-16T22:59:46,5
10,3,0.0,2,100000,2,2,0.0,12,2025-10-16T22:59:47,10
10,3,0.0,2,100000,2,4,0.0,9,2025-10-16T22:59:47,2
10,3,0.0,2,100000,2,2,0.0,12,2025-10-16T22:59:47,8
10,3,0.0,2,100000,2,2,0.0,12,2025-10-16T22:59:47,4
10,3,0.0,2,100000,2,2,0.0,10,2025-10-16T22:59:47,7
10,3,0.0,2,100000,2,3,0.0,8,2025-10-16T22:59:47,3
10,3,0.0,2,100000,2,3,0.0,10,2025-10-16T22:59:47,6
10,3,0.0,2,100000,2,3,0.0,13,2025-10-16T22:59:47,0
10,3,0.0,2,100000,2,3,0.0,15,2025-10-16T22:59:47,1
10,3,0.0,2,100000,2,3,0.0,6,2025-10-16T22:59:47,8
10,3,0.0,2,100000,2,4,0.0,5,2025-10-16T22:59:47,6
10,3,0.0,2,100000,2,3,0.0,7,2025-10-16T22:59:47,7
10,3,0.0,2,100000,2,3,0.0,11,2025-10-16T22:59:47,5
10,3,0.0,2,100000,2,5,0.0,12,2025-10-16T22:59:47,2
10,3,0.0,2,100000,2,3,0.0,10,2025-10-16T22:59:47,10
10,3,0.0,2,100000,2,4,0.0,7,2025-10-16T22:59:47,1
10,3,0.0,2,100000,2,3,0.0,11,2025-10-16T22:59:47,4
10,3,0.0,2,100000,2,3,0.0,15,2025-10-16T22:59:47,9
10,3,0.0,2,100000,2,4,0.0,14,2025-10-16T22:59:47,0
10,3,0.0,2,100000,2,4,0.0,9,2025-10-16T22:59:47,5
10,3,0.0,2,100000,2,4,0.0,8,2025-10-16T22:59:47,7
10,3,0.0,2,100000,2,4,0.0,12,2025-10-16T22:59:47,8
10,3,0.0,2,100000,2,5,0.0,12,2025-10-16T22:59:47,6
10,3,0.0,2,100000,2,4,0.0,9,2025-10-16T22:59:47,10
10,3,0.0,2,100000,2,4,0.0,20,2025-10-16T22:59:47,3
10,3,0.0,2,100000,2,6,0.0,13,2025-10-16T22:59:47,2
10,3,0.0,2,100000,2,5,0.0,6,2025-10-16T22:59:47,7
10,3,0.0,2,100000,2,4,0.0,11,2025-10-16T22:59:47,9
10,3,0.0,2,100000,2,4,0.0,14,2025-10-16T22:59:47,4
10,3,0.0,2,100000,2,5,0.0,16,2025-10-16T22:59:47,1
10,3,0.0,2,100000,2,5,0.0,14,2025-10-16T22:59:47,0
10,3,0.0,2,100000,2,7,0.0,6,2025-10-16T22:59:47,2
10,3,0.0,2,100000,2,5,0.0,15,2025-10-16T22:59:47,5
10,3,0.0,2,100000,2,5,0.0,12,2025-10-16T22:59:47,8
10,3,0.0,2,100000,2,6,0.0,12,2025-10-16T22:59:47,6
10,3,0.0,2,100000,2,5,0.0,12,2025-10-16T22:59:47,3
10,3,0.0,2,100000,2,6,0.0,7,2025-10-16T22:59:47,0
10,3,0.0,2,100000,2,5,0.0,13,2025-10-16T22:59:47,10
10,3,0.0,2,100000,2,5,0.0,8,2025-10-16T22:59:47,4
10,3,0.0,2,100000,2,8,0.0,7,2025-10-16T22:59:47,2
10,3,0.0,2,100000,2,6,0.0,10,2025-10-16T22:59:47,7
10,3,0.0,2,100000,2,5,0.0,10,2025-10-16T22:59:47,9
10,3,0.0,2,100000,2,6,0.0,10,2025-10-16T22:59:47,1
10,3,0.0,2,100000,2,7,0.0,6,2025-10-16T22:59:47,0
10,3,0.0,2,100000,2,7,0.0,9,2025-10-16T22:59:47,6
10,3,0.0,2,100000,2,6,0.0,12,2025-10-16T22:59:47,8
10,3,0.0,2,100000,2,6,0.0,10,2025-10-16T22:59:47,4
10,3,0.0,2,100000,2,6,0.0,7,2025-10-16T22:59:47,9
10,3,0.0,2,100000,2,9,0.0,9,2025-10-16T22:59:47,2
10,3,0.0,2,100000,2,6,0.0,11,2025-10-16T22:59:47,3
10,3,0.0,2,100000,2,6,0.0,14,2025-10-16T22:59:47,5
10,3,0.0,2,100000,2,8,0.0,7,2025-10-16T22:59:47,6
10,3,0.0,2,100000,2,7,0.0,13,2025-10-16T22:59:47,7
10,3,0.0,2,100000,2,6,0.0,14,2025-10-16T22:59:47,10
10,3,0.0,2,100000,2,8,0.0,8,2025-10-16T22:59:47,0
10,3,0.0,2,100000,2,7,0.0,7,2025-10-16T22:59:47,4
10,3,0.0,2,100000,2,7,0.0,5,2025-10-16T22:59:47,3
10,3,0.0,2,100000,2,7,0.0,14,2025-10-16T22:59:47,1
10,3,0.0,2,100000,2,7,0.0,10,2025-10-16T22:59:47,5
10,3,0.0,2,100000,2,7,0.0,9,2025-10-16T22:59:47,9
10,3,0.0,2,100000,2,7,0.0,11,2025-10-16T22:59:47,8
10,3,0.0,2,100000,2,9,0.0,11,2025-10-16T22:59:47,6
10,3,0.0,2,100000,2,8,0.0,5,2025-10-16T22:59:47,1
10,3,0.0,2,100000,2,7,0.0,8,2025-10-16T22:59:47,10
