n,k,t,l,r,p,rep,norm,timestamp,worker
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:51,1
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,3
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,7
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,0
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,5
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,4
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,9
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,6
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,8
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,2
10,5,0.0,1,100000,2,0,0.0,2025-10-25T14:14:52,10
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,1
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,5
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,4
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,7
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,3
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,0
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,8
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,10
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,6
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,9
10,5,0.0,1,100000,2,1,0.0,2025-10-25T14:14:53,2
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,5
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,1
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,0
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,8
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,6
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,4
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,7
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,9
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,3
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,10
10,5,0.0,1,100000,2,2,0.0,2025-10-25T14:14:54,2
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,1
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,0
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,4
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,8
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,9
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,6
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,5
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,7
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,2
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,3
10,5,0.0,1,100000,2,3,0.0,2025-10-25T14:14:55,10
10,5,10.1010101010101,1,100000,2,0,1.0826058290412235e-05,2025-10-25T14:14:56,0
10,5,10.1010101010101,1,100000,2,0,9.1226083392653e-06,2025-10-25T14:14:56,4
10,5,10.1010101010101,1,100000,2,0,1.0540632879206777e-05,2025-10-25T14:14:56,2
10,5,10.1010101010101,1,100000,2,0,1.1444043755679883e-05,2025-10-25T14:14:56,7
10,5,10.1010101010101,1,100000,2,0,1.1477493498611364e-05,2025-10-25T14:14:56,5
10,5,10.1010101010101,1,100000,2,0,8.836693297309177e-06,2025-10-25T14:14:56,3
10,5,10.1010101010101,1,100000,2,0,9.564491380723193e-06,2025-10-25T14:14:56,10
10,5,10.1010101010101,1,100000,2,0,9.063844902792708e-06,2025-10-25T14:14:56,1
10,5,10.1010101010101,1,100000,2,0,9.774764754901865e-06,2025-10-25T14:14:56,8
10,5,10.1010101010101,1,100000,2,0,9.96224036514118e-06,2025-10-25T14:14:56,6
10,5,10.1010101010101,1,100000,2,0,1.1093428809179307e-05,2025-10-25T14:14:56,9
10,5,10.1010101010101,1,100000,2,1,1.0826011268770714e-05,2025-10-25T14:14:57,2
10,5,10.1010101010101,1,100000,2,1,1.052291935481833e-05,2025-10-25T14:14:57,5
10,5,10.1010101010101,1,100000,2,1,8.526111494807406e-06,2025-10-25T14:14:57,0
10,5,10.1010101010101,1,100000,2,1,9.34876324403656e-06,2025-10-25T14:14:57,10
10,5,10.1010101010101,1,100000,2,1,1.0778482099528893e-05,2025-10-25T14:14:57,7
10,5,10.1010101010101,1,100000,2,1,1.0319554993465382e-05,2025-10-25T14:14:57,1
10,5,10.1010101010101,1,100000,2,1,9.644314686951073e-06,2025-10-25T14:14:57,4
10,5,10.1010101010101,1,100000,2,1,1.0480242996443437e-05,2025-10-25T14:14:57,8
10,5,10.1010101010101,1,100000,2,1,9.998006656252857e-06,2025-10-25T14:14:57,6
10,5,10.1010101010101,1,100000,2,1,1.0339427466771483e-05,2025-10-25T14:14:57,3
10,5,10.1010101010101,1,100000,2,1,1.0362738074727058e-05,2025-10-25T14:14:57,9
